query,super_category
Je suis parent. Dois-je encore payer la contribution alimentaire si mon fils de 23 ans est toujours en première ?,Droit de la famille
Je me sépare. A quoi servent les mesures urgentes et provisoires ?,Droit de la famille
Mon propriétaire peut-il mettre fin au bail de 9 ans sans motif à Bruxelles ?,Droit immobilier
"Si je ne paie pas ma contribution alimentaire, puis-je obtenir tous mes revenus?",Droit financier
Je suis un parent et je veux savoir comment calculer l'indexation des contributions alimentaires.,Droit de la famille
Je deviens cohabitant légal. Nous sommes cohabitants légaux. Dois-je reconnaître notre enfant ?,Droit de la famille
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. Mon enfant né en Belgique est-il Belge ?,Droit des étrangers
Je vais me marier.,Droit de la famille
Puis-je demander une conciliation pour régler un conflit locatif à Bruxelles ?,Droit immobilier
"S'il n'y a pas de situation, que se passera-t-il ?",Droit immobilier
Comment lire et comprendre ma facture d'eau en Wallonie ?,Droit financier
Dans quelles conditions des mesures urgentes et temporaires peuvent-elles être demandées au juge de la famille?,Droit de la famille
"Les relations avec mon ex sont très difficiles, le juge peut-il refuser que j'héberge mes enfants ?",Droit de la famille
"Mon propriétaire ne fait pas les réparations nécessaires, puis-je suspendre le paiement de mon loyer à Bruxelles ?",Droit immobilier
"Si on m'expulse, que fait-on de mes meubles à Bruxelles ?",Droit immobilier
Quels sont les risques si j'occupe une maison sans autorisation?,Droit immobilier
Et si la médiation de la dette ne répond pas à mes demandes ?,Droit financier
Je suis un parent et comment puis-je réclamer des dépenses extraordinaires à mon ex-femme ?,Droit de la famille
Puis-je ne pas payer mes 2 derniers mois de loyer pour m'assurer de récupérer la garantie locative à Bruxelles ?,Droit immobilier
"J'ai signé une déclaration de cohabitation légale. Nous sommes cohabitants légaux, quelles conséquences sur la relation avec nos enfants ?",Droit de la famille
Est-ce que je dois faire entretenir la chaudière chaque année à Bruxelles ?,Droit immobilier
Dois-je payer les dettes de mon cohabitant légal ?,Droit de la famille
Dois-je payer les frais de justice si je conteste une décision d'une agence de sécurité sociale en Wallonie?,Droit immobilier
Qu'est-ce qu'un acte intentionnel signifie lorsqu'il s'agit de l'assurance familiale?,Droit financier
Quels documents ai-je besoin pour me marier ?,Droit de la famille
Qui le juge peut-il nommer médiateur de la dette?,Droit financier
Quels documents dois-je remettre au bureau d'aide juridique ?,Droit pénal
Je suis victime d’une infraction. Dans quels cas puis-je porter plainte à la police ?,Droit pénal
"Si je n'appartiens à aucune de ces catégories, ai-je droit à l'aide juridique?",Droit pénal
Je suis témoin d'une infraction. Suis-je obligé de dénoncer/révéler à la police ce dont je suis témoin ?,Droit pénal
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Quel faire si ma plainte n’a pas été déposée devant le bon médiateur compétent ?,Droit financier
Je suis parent. Dois-je encore payer la contribution alimentaire si mon enfant majeur quitte la maison ?,Droit de la famille
Je suis propriétaire. Mon locataire n'a pas payé sa facture d'eau. Qu'est-ce que je risque en Wallonie ?,Droit financier
Comment débloquer les comptes bancaires après un décès ?,Droit financier
Est-ce que je vais être condamné à une amende pour ne pas avoir payé mon parking ?,Droit financier
Quel est le rôle de la police?,Droit pénal
Mon propriétaire peut-il annuler mon bail si je ne paie pas mon loyer?,Droit financier
Mon propriétaire peut-il mettre fin au bail de courte durée avant l’échéance à Bruxelles ?,Droit immobilier
Je suis grand-parent. Ai-je droit à des contacts avec mes petits-enfants ?,Droit de la famille
Je vis avec ma famille en Belgique.,Droit des étrangers
J'ai mis un appartement ou une maison à louer en Wallonie.,Droit immobilier
"Les père et mère de l'enfant résident ensemble. L'école, le médecin, etc. doivent-ils toujours demander l'accord des 2 parents pour les décisions concernant l'enfant ?",Droit de la famille
Est-il possible pour l'huissier d'attraper un meuble qui ne m'appartient pas ?,Droit financier
Mon propriétaire peut-il m'expulser si je suis en retard de paiement à Bruxelles ?,Droit immobilier
Peut-on m'imposer une mesure d'administration de biens et/ou de la personne ?,Droit de la famille
L'entreprise est située en Belgique.,Droit financier
Les parents d'un enfant ne sont pas mariés.,Droit de la famille
Je suis un parent et mon ex ne paie pas les contributions alimentaires fixées dans un jugement de dix ans.,Droit de la famille
Et si mon adversaire ne respecte pas la décision du tribunal ?,Droit pénal
Qu'est-ce qu'une convocation ?,Droit pénal
Je n'ai pas signé de bail. Quels sont mes droits à Bruxelles ?,Droit immobilier
Quels sont mes droits sur la succession de mon partenaire ?,Droit financier
Je vis avec ma famille en Belgique. J'ai un enfant en Belgique. Je suis étranger. La commune peut-elle refuser que je reconnaisse mon enfant ?,Droit des étrangers
En quoi suis-je responsable de mon enfant ?,Droit de la famille
Est-il possible de conclure un bail à vie à Bruxelles?,Droit immobilier
Qu'est-ce qu'une cession de rémunération ?,Droit financier
Le règlement collectif de dettes m'empêche-t-il de rembourser en priorité des amis ou parents qui m'ont prêté de l'argent ?,Droit financier
Comment introduire un recours contre la décision d’un organisme de sécurité sociale à Bruxelles ?,Droit immobilier
Je pense que mon logement est insalubre. Je m'adresse à la police car je suis victime d'un marchand de sommeil. Quelles sont les sanctions pour le propriétaire marchand de sommeil ?,Droit immobilier
Dois-je installer des détecteurs d'incendie en Wallonie ?,Droit immobilier
Un colocataire peut-il mettre fin à son bail de location informelle avant la date limite?,Droit immobilier
Je suis locataire. Dois-je prendre une assurance incendie si je suis locataire à Bruxelles ?,Droit financier
Mon propriétaire a mis fin au bail. Puis-je partir avant la fin de son délai de préavis à Bruxelles ?,Droit immobilier
Que faire si le montant des frais d'administrateur est surestimé?,Droit de la famille
Après combien de temps ma dette de redevance télévision est-elle prescrite ?,Droit financier
Que faire si l'autre parent a pris une décision avec laquelle je n'étais pas d'accord?,Droit de la famille
Je pense que mon logement est insalubre. Je m'adresse à la Région wallonne ou à la commune compétente en vue de faire réaliser une enquête de salubrité et de surpeuplement. Qui peut réaliser l'enquête de salubrité en Wallonie ?,Droit immobilier
Que faire si le montant des frais et honoraires de l'administrateur semble exagéré ?,Droit de la famille
Je suis victime de violences conjugales. Quels sont mes droits en tant que personne lésée ou partie civile ?,Droit de la famille
Comment puis-je prouver que je ne suis pas responsable des actions de mon enfant?,Droit de la famille
"J'héberge un ami/un proche. Puis-je héberger qui je veux, comme je veux ?",Droit immobilier
Je suis parent. Mon ex ne paie pas la contribution alimentaire. Puis-je saisir ses revenus ?,Droit de la famille
Je ne sais pas comment calculer l'indexation de mon loyer.,Droit immobilier
Je deviens cohabitant légal. Que se passe-t-il en cas de décès de l'un des cohabitants légaux ?,Droit de la famille
J'ai été condamné à une peine de prison.,Droit pénal
Le CPAS peut-il m'aider à constituer une garantie locative à Bruxelles ?,Droit immobilier
Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,Droit pénal
Peut-on réclamer un loyer à un colocataire qui est parti à Bruxelles ?,Droit immobilier
Toutes mes dettes sont-elles effacées à la fin du règlement collectif de dettes ?,Droit financier
Puis-je faire une déclaration de cohabitation légale si je suis en séjour illégal?,Droit des étrangers
Y a-t-il une obligation de dénonciation en tant que fonctionnaire?,Droit du travail
Le propriétaire peut-il m'envoyer un décompte des charges 2 ans après la fin de mon bail à Bruxelles ?,Droit immobilier
Je souhaite divorcer pour cause de désunion irrémédiable. Puis-je demander une pension alimentaire à mon mari/ma femme ?,Droit de la famille
Je suis marié(e). Qui doit payer le remboursement d’un prêt si nous sommes mariés ?,Droit de la famille
Comment puis-je organiser ma mesure de protection?,Droit de la famille
J'introduis une demande en justice. Qu'est-ce qu'une requête ?,Droit pénal
Avez-vous besoin d'un nombre minimum de dettes ou d'un montant minimum de dettes pour être en mesure d'introduire un règlement collectif de la dette?,Droit financier
Que se passe-t-il si mon enfant mineur cause un accident avec ma voiture ?,Droit financier
Mon mineur est-il toujours couvert par mon assurance ?,Droit financier
Puis-je m'adresser au juge de paix pour régler un conflit locatif à Bruxelles ?,Droit immobilier
Quel est le rôle de la police en ce qui concerne les infractions ?,Droit pénal
Je suis témoin d'une infraction. Puis-je dénoncer à la police une infraction dont je suis témoin ?,Droit pénal
Quelles sont les réparations du propriétaire dans la ville ?,Droit immobilier
"Je suis auteur de violences conjugales. En tant qu'auteur de violences conjugales, que puis-je faire pour sortir de cette situation ?",Droit de la famille
Mon ex menace de demander de l'argent au juge.,Droit financier
"Si nous sommes séparés, quel parent est responsable des actions de notre enfant?",Droit de la famille
Est-ce que le père biologique doit payer une pension alimentaire pour mon enfant ?,Droit de la famille
Quelle est la durée d’un bail étudiant à Bruxelles ?,Droit immobilier
Les colocataires peuvent-ils mettre fin à leur location informelle avant la date limite?,Droit immobilier
Combien coûte la procédure de mise sous administration de biens et/ou de la personne ?,Droit de la famille
Puis-je choisir quelles règles s'appliquent à mon bail à Bruxelles?,Droit immobilier
Je me sépare. Puis-je introduire ma demande de mesures urgentes et provisoires seul(e) ou dois-je avoir un avocat ?,Droit de la famille
Quelle est la fréquence des visites à domicile à Bruxelles?,Droit immobilier
J'ai signé une déclaration de cohabitation légale. Le salaire de l'un appartient-il aussi à l'autre cohabitant légal ?,Droit de la famille
Puis-je mettre fin à mon bail étudiant sans préavis ni compensation s'il n'est pas enregistré?,Droit immobilier
Dois-je installer des détecteurs d'incendie en Wallonie ?,Droit financier
Comment puis-je demander un règlement collectif de la dette?,Droit financier
Puis-je obtenir tous mes revenus?,Droit financier
"Mon propriétaire ne fait pas les réparations nécessaires, puis-je rompre le bail à Bruxelles ?",Droit immobilier
Je divorce. Je divorce pour cause de désunion irrémédiable. Quand serons-nous officiellement divorcés (divorce pour cause de désunion irrémédiable) ?,Droit de la famille
Je suis convoqué en justice. Suis-je obligé de prendre un avocat ?,Droit pénal
Qu'est-ce qu'une obligation d'entretien?,Droit de la famille
"Si je n'ai pas d'acte de naissance pour ma demande de citoyenneté, que se passera-t-il ?",Droit des étrangers
Combien coûte une médiation familiale ?,Droit de la famille
Les parents d'un enfant ne sont pas mariés.,Droit de la famille
Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,Droit financier
Je me lance dans la vie. Je vis seul(e). Je travaille. Comment puis-je contester le montant que je dois payer ?,Droit financier
